Address,Area,Bedrooms,Bathrooms,Floors,Frontage,Access Road,House direction,Balcony direction,Legal status,Furniture state,Price
"Hoài Đức, Hà Nội",38.0,5.0,,5.0,False,,N/A,N/A,N/A,N/A,5000.0
"Thủ Đức, Hồ Chí Minh",90.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4000.0
"Gò Vấp, Hồ Chí Minh",72.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,6390.0
"Quận 3, Hồ Chí Minh",30.0,3.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,6300.0
"Quận 2, Hồ Chí Minh",90.0,12.0,12.0,6.0,False,,N/A,N/A,N/A,N/A,11599.0
"Đức Hòa, Long An",72.0,3.0,3.0,3.0,True,,N/A,N/A,N/A,N/A,3600.0
"Gò Vấp, Hồ Chí Minh",75.0,11.0,11.0,4.0,False,,N/A,N/A,N/A,N/A,6950.0
"Quận 10, Hồ Chí Minh",239.0,6.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,13900.0
"Quận 12, Hồ Chí Minh",78.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8400.0
"Phú Nhuận, Hồ Chí Minh",19.0,2.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,3650.0
"Ba Đình, Hà Nội",47.0,5.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,10400.0
"Tân Bình, Hồ Chí Minh",29.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4400.0
"Bình Thạnh, Hồ Chí Minh",40.0,5.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,7800.0
"Đống Đa, Hà Nội",33.0,6.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,8999.0
"Đống Đa, Hà Nội",33.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7300.0
"Bình Thạnh, Hồ Chí Minh",38.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,5390.0
"Bình Tân, Hồ Chí Minh",56.0,2.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,4600.0
"Long Biên, Hà Nội",112.0,8.0,9.0,6.0,True,,N/A,N/A,N/A,N/A,46000.0
"Quận 12, Hồ Chí Minh",78.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8400.0
"Phú Nhuận, Hồ Chí Minh",92.0,19.0,19.0,7.0,False,,N/A,N/A,N/A,N/A,25000.0
"Quận 12, Hồ Chí Minh",56.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,4650.0
"Quận 12, Hồ Chí Minh",50.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,4580.0
"Tân Bình, Hồ Chí Minh",110.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,9490.0
"Quận 8, Hồ Chí Minh",62.0,6.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,8950.0
"Quận 12, Hồ Chí Minh",68.0,4.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,6200.0
"Quận 3, Hồ Chí Minh",36.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,8980.0
"Thanh Xuân, Hà Nội",52.0,4.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,13000.0
"Quận 12, Hồ Chí Minh",80.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8500.0
"Cầu Giấy, Hà Nội",52.0,7.0,7.0,6.0,True,,N/A,N/A,N/A,N/A,25500.0
"Quận 12, Hồ Chí Minh",50.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,2380.0
"Cầu Giấy, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7950.0
"Hai Bà Trưng, Hà Nội",40.0,,,6.0,False,,N/A,N/A,N/A,N/A,12300.0
"Quận 12, Hồ Chí Minh",80.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8500.0
"Bình Chánh, Hồ Chí Minh",87.0,3.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,5200.0
"Long Biên, Hà Nội",60.0,3.0,4.0,9.0,False,,N/A,N/A,N/A,N/A,18500.0
"Tân Bình, Hồ Chí Minh",40.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5800.0
"Quận 12, Hồ Chí Minh",100.0,8.0,8.0,6.0,True,,N/A,N/A,N/A,N/A,10500.0
"Gò Vấp, Hồ Chí Minh",54.0,6.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,5980.0
"Quận 2, Hồ Chí Minh",75.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,9600.0
"Bình Tân, Hồ Chí Minh",54.0,4.0,5.0,4.0,False,,N/A,N/A,N/A,N/A,5200.0
"Bình Tân, Hồ Chí Minh",68.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,7000.0
"Thủ Đức, Hồ Chí Minh",82.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,6500.0
"Tân Bình, Hồ Chí Minh",72.0,6.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,18800.0
"Bình Thạnh, Hồ Chí Minh",52.0,4.0,4.0,4.0,True,,N/A,N/A,N/A,N/A,5200.0
"Gò Vấp, Hồ Chí Minh",180.0,5.0,5.0,4.0,False,,N/A,N/A,N/A,N/A,31500.0
"Quận 12, Hồ Chí Minh",99.0,4.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,6200.0
"Tân Phú, Hồ Chí Minh",62.0,3.0,,3.0,False,,N/A,N/A,N/A,N/A,5600.0
"Thanh Xuân, Hà Nội",32.0,5.0,2.0,5.0,False,,N/A,N/A,N/A,N/A,6800.0
"Bình Thạnh, Hồ Chí Minh",39.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,5850.0
"Hai Bà Trưng, Hà Nội",55.0,6.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,15000.0
"Ngũ Hành Sơn, Đà Nẵng",125.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,6200.0
"Quận 8, Hồ Chí Minh",100.0,5.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,9600.0
"Thủ Đức, Hồ Chí Minh",56.0,3.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,4800.0
"Hoàng Mai, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6300.0
"Thanh Xuân, Hà Nội",65.0,10.0,7.0,8.0,False,,N/A,N/A,N/A,N/A,23800.0
"Thủ Đức, Hồ Chí Minh",24.0,2.0,1.0,2.0,False,,N/A,N/A,N/A,N/A,2200.0
"Quận 10, Hồ Chí Minh",51.0,2.0,2.0,2.0,False,,N/A,N/A,N/A,N/A,9200.0
"Dĩ An, Bình Dương",100.0,6.0,6.0,4.0,False,,N/A,N/A,N/A,N/A,3500.0
"Hai Bà Trưng, Hà Nội",32.0,,,6.0,False,,N/A,N/A,N/A,N/A,11900.0
"Quận 12, Hồ Chí Minh",80.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8500.0
"Thủ Đức, Hồ Chí Minh",510.0,5.0,5.0,4.0,True,,N/A,N/A,N/A,N/A,55000.0
"Thanh Xuân, Hà Nội",52.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,19300.0
"Quận 8, Hồ Chí Minh",60.0,5.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,9000.0
"Gia Lâm, Hà Nội",34.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,6980.0
"Ba Đình, Hà Nội",130.0,14.0,12.0,10.0,True,,N/A,N/A,N/A,N/A,72000.0
"Gò Vấp, Hồ Chí Minh",62.0,8.0,8.0,5.0,False,,N/A,N/A,N/A,N/A,6850.0
"Quận 7, Hồ Chí Minh",80.0,4.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,7000.0
"Ba Đình, Hà Nội",45.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,7100.0
"Quận 9, Hồ Chí Minh",86.0,5.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8600.0
"Cầu Giấy, Hà Nội",55.0,,,6.0,True,,N/A,N/A,N/A,N/A,18000.0
"Sơn Trà, Đà Nẵng",92.0,3.0,2.0,4.0,True,,N/A,N/A,N/A,N/A,10500.0
"Hai Bà Trưng, Hà Nội",30.0,,,6.0,False,,N/A,N/A,N/A,N/A,7500.0
"Đống Đa, Hà Nội",40.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,10900.0
"Quận 8, Hồ Chí Minh",48.0,4.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,8500.0
"Quận 8, Hồ Chí Minh",94.0,5.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,7000.0
"Tân Bình, Hồ Chí Minh",13.0,2.0,1.0,2.0,False,,N/A,N/A,N/A,N/A,1800.0
"Đống Đa, Hà Nội",46.0,5.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,14000.0
"Đông Anh, Hà Nội",40.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4300.0
"Gò Vấp, Hồ Chí Minh",40.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,5890.0
"Tân Phú, Hồ Chí Minh",96.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,6400.0
"Quận 8, Hồ Chí Minh",100.0,5.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,12000.0
"Bình Tân, Hồ Chí Minh",69.0,2.0,2.0,5.0,True,,N/A,N/A,N/A,N/A,4800.0
"Tây Hồ, Hà Nội",220.0,9.0,11.0,11.0,False,,N/A,N/A,N/A,N/A,110000.0
"Tân Bình, Hồ Chí Minh",66.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,6800.0
"Quận 8, Hồ Chí Minh",60.0,5.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,9000.0
"Quận 2, Hồ Chí Minh",106.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,9800.0
"Tây Hồ, Hà Nội",40.0,7.0,7.0,8.0,True,,N/A,N/A,N/A,N/A,30000.0
"Quận 9, Hồ Chí Minh",68.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,5100.0
"Tân Phú, Hồ Chí Minh",56.0,5.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,4800.0
"Hoàng Mai, Hà Nội",31.0,3.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,4580.0
"Cầu Giấy, Hà Nội",30.0,3.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,7750.0
"Bình Thạnh, Hồ Chí Minh",77.0,3.0,4.0,4.0,True,,N/A,N/A,N/A,N/A,5000.0
"Gò Vấp, Hồ Chí Minh",80.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,12000.0
"Hoàng Mai, Hà Nội",31.0,3.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,4580.0
"Đống Đa, Hà Nội",42.0,4.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,10000.0
"Hoài Đức, Hà Nội",66.0,7.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,10800.0
"Thanh Xuân, Hà Nội",106.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,24000.0
"Hà Đông, Hà Nội",38.0,4.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,10500.0
"Thanh Xuân, Hà Nội",47.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,15400.0
"Nam Từ Liêm, Hà Nội",50.0,2.0,2.0,4.0,True,,N/A,N/A,N/A,N/A,11600.0
"Ba Đình, Hà Nội",86.0,12.0,12.0,7.0,True,,N/A,N/A,N/A,N/A,25000.0
"Quận 3, Hồ Chí Minh",79.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,20000.0
"Hoài Đức, Hà Nội",49.0,3.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,4600.0
"Quận 8, Hồ Chí Minh",41.0,3.0,2.0,2.0,False,,N/A,N/A,N/A,N/A,4760.0
"Hai Bà Trưng, Hà Nội",42.0,6.0,6.0,7.0,False,,N/A,N/A,N/A,N/A,9000.0
"Quận 8, Hồ Chí Minh",58.0,4.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,5500.0
"Tây Hồ, Hà Nội",44.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,7000.0
"Quận 9, Hồ Chí Minh",75.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,6900.0
"Quận 8, Hồ Chí Minh",94.0,2.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,7500.0
"Thanh Xuân, Hà Nội",64.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,19000.0
"Hà Đông, Hà Nội",58.0,,,5.0,False,,N/A,N/A,N/A,N/A,10500.0
"Thanh Xuân, Hà Nội",120.0,,,10.0,False,,N/A,N/A,N/A,N/A,42800.0
"Quận 1, Hồ Chí Minh",33.0,4.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,9800.0
"Quận 12, Hồ Chí Minh",80.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,5700.0
"Bình Tân, Hồ Chí Minh",100.0,8.0,9.0,6.0,True,,N/A,N/A,N/A,N/A,14500.0
"Thủ Đức, Hồ Chí Minh",181.0,25.0,25.0,6.0,False,,N/A,N/A,N/A,N/A,16000.0
"Cầu Giấy, Hà Nội",100.0,8.0,8.0,8.0,True,,N/A,N/A,N/A,N/A,37500.0
"Quận 1, Hồ Chí Minh",237.0,,,9.0,True,,N/A,N/A,N/A,N/A,67000.0
"Tân Phú, Hồ Chí Minh",42.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3850.0
"Hai Bà Trưng, Hà Nội",55.0,,,7.0,False,,N/A,N/A,N/A,N/A,15900.0
"Hoàng Mai, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,5850.0
"Gò Vấp, Hồ Chí Minh",84.0,5.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,9980.0
"Thủ Đức, Hồ Chí Minh",160.0,3.0,4.0,3.0,False,,N/A,N/A,N/A,N/A,9100.0
"Tân Phú, Hồ Chí Minh",64.0,5.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,7950.0
"Hóc Môn, Hồ Chí Minh",110.0,4.0,4.0,2.0,False,,N/A,N/A,N/A,N/A,5500.0
"Bình Tân, Hồ Chí Minh",60.0,5.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,7300.0
"Hoàng Mai, Hà Nội",30.0,,,6.0,False,,N/A,N/A,N/A,N/A,7200.0
"Gò Vấp, Hồ Chí Minh",75.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,8290.0
"Quận 9, Hồ Chí Minh",92.0,3.0,4.0,3.0,False,,N/A,N/A,N/A,N/A,6400.0
"Tây Hồ, Hà Nội",45.0,7.0,8.0,6.0,False,,N/A,N/A,N/A,N/A,6500.0
"Thanh Khê, Đà Nẵng",82.0,,3.0,4.0,False,,N/A,N/A,N/A,N/A,29500.0
"Bình Tân, Hồ Chí Minh",64.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,6000.0
"Quận 12, Hồ Chí Minh",130.0,4.0,4.0,4.0,True,,N/A,N/A,N/A,N/A,13000.0
"Bình Thạnh, Hồ Chí Minh",78.0,16.0,16.0,8.0,False,,N/A,N/A,N/A,N/A,19800.0
"Ba Đình, Hà Nội",63.0,5.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,15200.0
"Long Biên, Hà Nội",48.0,4.0,7.0,9.0,False,,N/A,N/A,N/A,N/A,18500.0
"Thủ Đức, Hồ Chí Minh",250.0,6.0,7.0,4.0,False,,N/A,N/A,N/A,N/A,22000.0
"Quận 12, Hồ Chí Minh",51.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3700.0
"Ngô Quyền, Hải Phòng",75.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,5400.0
"Gò Vấp, Hồ Chí Minh",68.0,6.0,7.0,6.0,False,,N/A,N/A,N/A,N/A,10700.0
"Hoài Đức, Hà Nội",91.0,4.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,8100.0
"Nam Từ Liêm, Hà Nội",35.0,9.0,10.0,7.0,False,,N/A,N/A,N/A,N/A,8500.0
"Long Biên, Hà Nội",41.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6800.0
"Hai Bà Trưng, Hà Nội",29.0,3.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,5900.0
"Long Biên, Hà Nội",114.0,8.0,8.0,7.0,False,,N/A,N/A,N/A,N/A,27000.0
"Quận 9, Hồ Chí Minh",63.0,3.0,2.0,4.0,True,,N/A,N/A,N/A,N/A,6600.0
"Bình Tân, Hồ Chí Minh",59.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,6500.0
"Tân Phú, Hồ Chí Minh",52.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4200.0
"Gò Vấp, Hồ Chí Minh",30.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,4500.0
"Tây Hồ, Hà Nội",42.0,5.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,10.0
"Hai Bà Trưng, Hà Nội",32.0,3.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,6200.0
"Thanh Khê, Đà Nẵng",81.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,11000.0
"Đống Đa, Hà Nội",41.0,5.0,6.0,7.0,False,,N/A,N/A,N/A,N/A,0.0
"Bà Rịa, Bà Rịa Vũng Tàu",98.0,,,3.0,False,,N/A,N/A,N/A,N/A,3400.0
"Quận 8, Hồ Chí Minh",60.0,6.0,4.0,4.0,True,,N/A,N/A,N/A,N/A,6880.0
"Tân Phú, Hồ Chí Minh",60.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3950.0
"Hai Bà Trưng, Hà Nội",32.0,3.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,6200.0
"Dĩ An, Bình Dương",80.0,6.0,6.0,2.0,False,,N/A,N/A,N/A,N/A,2800.0
"Thanh Khê, Đà Nẵng",50.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,3650.0
"Đống Đa, Hà Nội",33.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7300.0
"Hoàn Kiếm, Hà Nội",35.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,8700.0
"Cầu Giấy, Hà Nội",40.0,8.0,8.0,5.0,False,,N/A,N/A,N/A,N/A,19000.0
"Bình Tân, Hồ Chí Minh",56.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,4800.0
"Gò Vấp, Hồ Chí Minh",62.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,4630.0
"Tân Bình, Hồ Chí Minh",40.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,4300.0
"Tân Bình, Hồ Chí Minh",12.0,1.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,3200.0
"Cầu Giấy, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7950.0
"Quận 7, Hồ Chí Minh",64.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,5500.0
"Bình Thạnh, Hồ Chí Minh",59.0,4.0,4.0,3.0,False,,N/A,N/A,N/A,N/A,5800.0
"Hoàng Mai, Hà Nội",52.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,4500.0
"Nam Từ Liêm, Hà Nội",35.0,6.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,8600.0
"Quận 5, Hồ Chí Minh",84.0,6.0,6.0,6.0,True,,N/A,N/A,N/A,N/A,41500.0
"Gò Vấp, Hồ Chí Minh",60.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,5390.0
"Tây Hồ, Hà Nội",77.0,10.0,8.0,9.0,False,,N/A,N/A,N/A,N/A,16000.0
"Cầu Giấy, Hà Nội",60.0,9.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,30000.0
"Quận 12, Hồ Chí Minh",56.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4920.0
"Thanh Xuân, Hà Nội",106.0,4.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,24000.0
"Quận 12, Hồ Chí Minh",73.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,6250.0
"Thanh Xuân, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6350.0
"Hai Bà Trưng, Hà Nội",46.0,,,5.0,True,,N/A,N/A,N/A,N/A,7890.0
"Đống Đa, Hà Nội",77.0,,,5.0,False,,N/A,N/A,N/A,N/A,25500.0
"Tân Bình, Hồ Chí Minh",40.0,2.0,1.0,2.0,False,,N/A,N/A,N/A,N/A,6600.0
"Nha Trang, Khánh Hòa",53.0,4.0,,4.0,False,,N/A,N/A,N/A,N/A,4100.0
"Đống Đa, Hà Nội",26.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6000.0
"Quận 9, Hồ Chí Minh",60.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,5600.0
"Đống Đa, Hà Nội",58.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,16300.0
"Long Biên, Hà Nội",44.0,2.0,3.0,7.0,False,,N/A,N/A,N/A,N/A,6400.0
"Huế, Thừa Thiên Huế",60.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,2200.0
"Hai Bà Trưng, Hà Nội",100.0,4.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4800.0
"Cầu Giấy, Hà Nội",68.0,,,8.0,False,,N/A,N/A,N/A,N/A,21500.0
"Quận 12, Hồ Chí Minh",126.0,3.0,3.0,3.0,True,,N/A,N/A,N/A,N/A,13500.0
"Gò Vấp, Hồ Chí Minh",80.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,6500.0
"Quận 6, Hồ Chí Minh",84.0,11.0,11.0,6.0,True,,N/A,N/A,N/A,N/A,18200.0
"Hoàng Mai, Hà Nội",73.0,7.0,7.0,8.0,False,,N/A,N/A,N/A,N/A,17500.0
"Hà Đông, Hà Nội",36.0,4.0,4.0,6.0,True,,N/A,N/A,N/A,N/A,10500.0
"Tân Phú, Hồ Chí Minh",94.0,5.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,14990.0
"Thanh Xuân, Hà Nội",60.0,8.0,6.0,7.0,False,,N/A,N/A,N/A,N/A,11850.0
"Hai Bà Trưng, Hà Nội",41.0,,,6.0,False,,N/A,N/A,N/A,N/A,14888.0
"Thủ Đức, Hồ Chí Minh",80.0,4.0,4.0,4.0,True,,N/A,N/A,N/A,N/A,8800.0
"Thủ Đức, Hồ Chí Minh",70.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,8900.0
"Hai Bà Trưng, Hà Nội",28.0,3.0,,5.0,False,,N/A,N/A,N/A,N/A,5000.0
"Hoài Đức, Hà Nội",55.0,12.0,12.0,8.0,False,,N/A,N/A,N/A,N/A,13500.0
"Gò Vấp, Hồ Chí Minh",48.0,4.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,7190.0
"Thanh Xuân, Hà Nội",140.0,21.0,8.0,7.0,False,,N/A,N/A,N/A,N/A,45000.0
"Ba Đình, Hà Nội",29.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,6800.0
"Thủ Đức, Hồ Chí Minh",100.0,5.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,8200.0
"Hai Bà Trưng, Hà Nội",36.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7900.0
"Tân Phú, Hồ Chí Minh",60.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8200.0
"Hoàng Mai, Hà Nội",58.0,6.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,11000.0
"Gò Vấp, Hồ Chí Minh",60.0,5.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,8990.0
"Bắc Từ Liêm, Hà Nội",30.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6000.0
"Gò Vấp, Hồ Chí Minh",225.0,6.0,5.0,4.0,False,,N/A,N/A,N/A,N/A,39500.0
"Hoàng Mai, Hà Nội",46.0,,,6.0,False,,N/A,N/A,N/A,N/A,9000.0
"Phú Nhuận, Hồ Chí Minh",48.0,7.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,7500.0
"Quận 11, Hồ Chí Minh",65.0,5.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,9900.0
"Đống Đa, Hà Nội",46.0,,,5.0,True,,N/A,N/A,N/A,N/A,15000.0
"Quận 12, Hồ Chí Minh",80.0,4.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4600.0
"Lê Chân, Hải Phòng",42.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,4200.0
"Quận 4, Hồ Chí Minh",68.0,,,7.0,True,,N/A,N/A,N/A,N/A,24000.0
"Quận 12, Hồ Chí Minh",60.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,476.0
"Quận 3, Hồ Chí Minh",64.0,2.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,3850.0
"Bình Chánh, Hồ Chí Minh",85.0,4.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,7000.0
"Thủ Đức, Hồ Chí Minh",20.0,2.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,1555.0
"Tân Bình, Hồ Chí Minh",44.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,7050.0
"Quận 12, Hồ Chí Minh",82.0,6.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,62900.0
"Long Biên, Hà Nội",41.0,3.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,9700.0
"Dĩ An, Bình Dương",70.0,5.0,5.0,4.0,False,,N/A,N/A,N/A,N/A,4000.0
"Hoàng Mai, Hà Nội",60.0,,,6.0,False,,N/A,N/A,N/A,N/A,15000.0
"Thủ Đức, Hồ Chí Minh",56.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,7100.0
"Gò Vấp, Hồ Chí Minh",31.0,2.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4650.0
"Đống Đa, Hà Nội",42.0,8.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,7400.0
"Hoàng Mai, Hà Nội",30.0,3.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,5000.0
"Gia Lâm, Hà Nội",87.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,19500.0
"Cầu Giấy, Hà Nội",46.0,5.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,10200.0
"Cầu Giấy, Hà Nội",50.0,6.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,12000.0
"Bình Tân, Hồ Chí Minh",100.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,8700.0
"Quận 8, Hồ Chí Minh",80.0,4.0,4.0,5.0,True,,N/A,N/A,N/A,N/A,16700.0
"Gò Vấp, Hồ Chí Minh",27.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,4950.0
"Hai Bà Trưng, Hà Nội",57.0,,,7.0,False,,N/A,N/A,N/A,N/A,19500.0
"Bình Tân, Hồ Chí Minh",54.0,6.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,6680.0
"Thủ Đức, Hồ Chí Minh",60.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,6400.0
"Quận 12, Hồ Chí Minh",46.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3750.0
